tag,assignment_count,artist_count,sample_artists
latin pop,104,58,Christina Aguilera; Shakira; Jennifer Lopez; Nelly Furtado; Enrique Iglesias; RBD; Anahí; Belinda
live,104,97,Katy Perry; Madonna; Christina Aguilera; Muse; Paramore; Depeche Mode; Pink Floyd; Taylor Swift
technical death metal,104,57,Opeth; Arch Enemy; Death; Mastodon; Dark Tranquillity; Soilwork; Behemoth; Agalloch
vocal,104,101,Avril Lavigne; Christina Aguilera; Michael Jackson; Kelly Clarkson; Taylor Swift; Evanescence; Björk; Nelly Furtado
drum and bass,103,67,The Prodigy; Aphex Twin; Pendulum; Enter Shikari; Recoil; Amon Tobin; Venetian Snares; Squarepusher
halloween,103,91,Michael Jackson; Iron Maiden; My Chemical Romance; Rammstein; Marilyn Manson; Black Sabbath; Backstreet Boys; The Who
lovely,103,98,Britney Spears; The Beatles; Christina Aguilera; Muse; Radiohead; Coldplay; Depeche Mode; Kelly Clarkson
genius,101,82,The Beatles; Christina Aguilera; Muse; Radiohead; Coldplay; Shakira; The Killers; Depeche Mode
glam metal,101,65,Guns N' Roses; Bon Jovi; KISS; Pantera; Van Halen; Mötley Crüe; Whitesnake; Def Leppard
visual kei,101,65,Hurts; Cinema Bizarre; DIR EN GREY; the GazettE; GACKT; 雅-MIYAVI-; ギルガメッシュ; X JAPAN
acoustic rock,100,89,The Beatles; Avril Lavigne; Paramore; Nirvana; Green Day; Red Hot Chili Peppers; Oasis; U2
memories,99,96,The Beatles; Madonna; Avril Lavigne; Christina Aguilera; Paramore; Radiohead; Michael Jackson; Nirvana
art rock,97,84,Muse; Pink Floyd; Queen; David Bowie; Franz Ferdinand; Sigur Rós; Arcade Fire; Tool
drone,96,63,Tool; Aphex Twin; Stars of the Lid; Hammock; Agalloch; Eluvium; Tim Hecker; Max Richter
male,96,95,The Beatles; Shakira; Michael Jackson; Green Day; The Cure; Jennifer Lopez; Eminem; U2
teen pop,96,65,Britney Spears; Avril Lavigne; Christina Aguilera; P!nk; Miley Cyrus; Kelly Clarkson; Taylor Swift; Ashley Tisdale
american idol,94,41,Katy Perry; Avril Lavigne; Kelly Clarkson; Glee Cast; Eminem; Adam Lambert; Justin Bieber; Elvis Presley
korean,94,54,BoA; 소녀시대; 4minute; [unknown]; SHINee; BIG BANG; Super Junior; B2ST
goth,93,57,Depeche Mode; The Cure; Evanescence; Joy Division; Kerli; Lacuna Coil; Siouxsie and the Banshees; The Birthday Massacre
rockabilly,93,65,Elvis Presley; Johnny Cash; Misfits; Chuck Berry; Stevie Ray Vaughan; Buddy Holly; The Raveonettes; Social Distortion
ultimate favorite,93,92,Muse; David Bowie; Björk; Sigur Rós; Marilyn Manson; Massive Attack; New Order; Portishead
club,92,77,Lady Gaga; Rihanna; Madonna; Christina Aguilera; Shakira; Kylie Minogue; Nirvana; Mariah Carey
folk rock,90,63,The Beatles; Led Zeppelin; Bob Dylan; Creedence Clearwater Revival; Dido; Shania Twain; Bruce Springsteen; Dire Straits
guitar virtuoso,90,52,Muse; Pink Floyd; Led Zeppelin; Queens of the Stone Age; Weezer; Pantera; Jimi Hendrix; Ozzy Osbourne
noise pop,90,71,Björk; Crystal Castles; Modest Mouse; Sonic Youth; Animal Collective; Blondie; My Bloody Valentine; Mew
k-pop,88,50,BoA; 소녀시대; 4minute; 2NE1; [unknown]; SHINee; BIG BANG; Super Junior
acid jazz,87,58,Portishead; Bonobo; Jamiroquai; Miles Davis; Amon Tobin; Thievery Corporation; The Roots; OutKast
gospel,87,74,Madonna; Michael Jackson; Lifehouse; Skillet; Elton John; Anberlin; Switchfoot; P.O.D.
scottish,87,50,Franz Ferdinand; Snow Patrol; Garbage; Belle and Sebastian; Travis; Boards of Canada; The Fratellis; Mogwai
turkish,87,74,Angelo Badalamenti; Tarkan; Teoman; Şebnem Ferah; Ezginin Günlüğü; Bülent Ortaçgil; Sezen Aksu; Vega
the vampire diaries,86,68,Katy Perry; Green Day; Leona Lewis; Florence + the Machine; 3OH!3; MGMT; Keane; The Pretty Reckless
the best,85,78,Lady Gaga; Britney Spears; Rihanna; Muse; Paramore; Depeche Mode; Michael Jackson; Arctic Monkeys
80s pop,84,75,Madonna; Depeche Mode; Michael Jackson; Duran Duran; a-ha; Pet Shop Boys; Janet Jackson; ABBA
addictive,84,68,Lady Gaga; Britney Spears; Rihanna; The Beatles; Katy Perry; Christina Aguilera; Muse; Shakira
anime,84,60,Madonna; Avril Lavigne; Christina Aguilera; Kelly Clarkson; Ashlee Simpson; Beck; Destiny's Child; 浜崎あゆみ
hardcore punk,83,60,Nirvana; Rise Against; Misfits; AFI; Bad Religion; Beastie Boys; Dead Kennedys; Hatebreed
college rock,82,75,The Cure; The Smiths; New Order; Ramones; R.E.M.; Garbage; Pixies; Morrissey
electro pop,82,70,Lady Gaga; Britney Spears; Katy Perry; Madonna; Christina Aguilera; Ke$ha; Black Eyed Peas; Kylie Minogue
2009,81,73,Lady Gaga; Britney Spears; Rihanna; Madonna; Paramore; Ke$ha; Black Eyed Peas; Kylie Minogue
dubstep,81,45,Britney Spears; Thom Yorke; Burial; Venetian Snares; deadmau5; Chase & Status; Moderat; Basement Jaxx
gangsta rap,81,47,Eminem; Jay-Z; 50 Cent; 2Pac; Nas; Snoop Dogg; Wu-Tang Clan; Cypress Hill
underground hip-hop,81,66,Lupe Fiasco; J Dilla; The Roots; MF DOOM; Madlib; Mos Def; Gang Starr; Madvillain
industrial rock,80,50,David Bowie; Nine Inch Nails; Marilyn Manson; Emilie Autumn; Oomph!; Skinny Puppy; Static-X; Pain
nice,80,77,Lady Gaga; Britney Spears; Rihanna; Katy Perry; Avril Lavigne; Paramore; Linkin Park; Kelly Clarkson
world music,80,75,Michael Jackson; Ashlee Simpson; t.A.T.u.; Enya; Ludwig van Beethoven; Ricky Martin; Daddy Yankee; DeVotchKa
groove metal,79,31,Pantera; Sepultura; Lamb of God; Mastodon; Anthrax; Machine Head; Exodus; Five Finger Death Punch
indie luv,79,78,Muse; The Killers; Foo Fighters; MGMT; Panic! At the Disco; The Kooks; Arcade Fire; Kasabian
songs for gil,79,78,The Killers; Green Day; System of a Down; Death Cab for Cutie; Interpol; Ramones; KISS; Modest Mouse
funny,78,71,The Beatles; Christina Aguilera; Nirvana; Lily Allen; Eminem; Kanye West; Alanis Morissette; Jay-Z
glam,78,53,Lady Gaga; Britney Spears; Madonna; Christina Aguilera; Beyoncé; Ke$ha; The Killers; Kylie Minogue
indie folk,78,58,Florence + the Machine; Arcade Fire; Belle and Sebastian; Beirut; Sufjan Stevens; Cat Power; Kings of Convenience; Patrick Wolf
folk metal,77,36,Ulver; Agalloch; Eluveitie; Korpiklaani; Ensiferum; Mägo de Oz; Alestorm; In Extremo
sex,77,71,Lady Gaga; Britney Spears; Madonna; Christina Aguilera; Shakira; Kylie Minogue; Depeche Mode; Pink Floyd
chill zone,76,76,Muse; U2; Leona Lewis; Maroon 5; The Rolling Stones; Snow Patrol; Within Temptation; John Mayer
irish,76,42,U2; Snow Patrol; The Cranberries; Damien Rice; Enya; Patrick Wolf; The Script; Róisín Murphy
rain,76,73,Coldplay; The Cure; Led Zeppelin; Guns N' Roses; The Doors; Duran Duran; The White Stripes; a-ha
emotional,75,70,Britney Spears; Katy Perry; Madonna; Avril Lavigne; Christina Aguilera; Muse; Beyoncé; Shakira
melodic hardcore,75,55,Avenged Sevenfold; Bullet for My Valentine; Rise Against; A Day to Remember; Fresno; Atreyu; AFI; Alexisonfire
4m4zinq,74,74,Lady Gaga; Christina Aguilera; Beyoncé; Coldplay; P!nk; Kelly Clarkson; Lily Allen; Evanescence
descoperiri,74,72,Radiohead; Placebo; Sigur Rós; Daft Punk; Arcade Fire; Bloc Party; Sonic Youth; Bat for Lashes
nu-metal,74,47,Linkin Park; Evanescence; System of a Down; Nickelback; Slipknot; Korn; Papa Roach; Rage Against the Machine
rhythm and blues,74,53,Beyoncé; Michael Jackson; Alicia Keys; Janet Jackson; Prince; Stevie Wonder; Nina Simone; Aretha Franklin
stoner rock,74,37,Marilyn Manson; Black Sabbath; Queens of the Stone Age; Ramones; Deep Purple; Siouxsie and the Banshees; Wolfmother; Melvins
eurodance,73,59,Lady Gaga; Rihanna; Black Eyed Peas; Pet Shop Boys; Kelly Rowland; Alphaville; ATB; Ace of Base
fantastic,73,73,Paramore; The Killers; Arctic Monkeys; Green Day; Kings of Leon; The Cure; 30 Seconds to Mars; Florence + the Machine
tbu,72,71,Lady Gaga; Britney Spears; Beyoncé; Coldplay; Kelly Clarkson; Taylor Swift; Lily Allen; Kings of Leon
fav artists,71,71,Depeche Mode; Duran Duran; New Order; a-ha; Pet Shop Boys; The Police; Erasure; INXS
melrose place,71,71,Lady Gaga; Rihanna; Ke$ha; Shakira; Black Eyed Peas; Florence + the Machine; Keane; Yeah Yeah Yeahs
psychedelic trance,71,45,Infected Mushroom; Shpongle; Juno Reactor; Vibrasphere; Astrix; Talamasca; Younger Brother; Ott
americana,70,58,Bob Dylan; The Clash; Johnny Cash; Creedence Clearwater Revival; Tom Waits; Jeff Buckley; Fleet Foxes; Black Rebel Motorcycle Club
barkbarkdisco,70,68,Radiohead; Sigur Rós; Joy Division; The xx; The Velvet Underground; Tom Waits; Mogwai; PJ Harvey
rock hard,70,69,System of a Down; Iron Maiden; Rammstein; Yeah Yeah Yeahs; Black Sabbath; The White Stripes; Megadeth; Ramones
space rock,70,54,Muse; Radiohead; Pink Floyd; 30 Seconds to Mars; Florence + the Machine; Sigur Rós; The Doors; Explosions in the Sky
80's,69,60,Lady Gaga; Madonna; Kylie Minogue; Depeche Mode; The Cure; Queen; David Bowie; The Smiths
jpop,69,46,BoA; 宇多田ヒカル; 浜崎あゆみ; 倖田來未; 安室奈美恵; YUI; 中島美嘉; Olivia
other great tracks,69,69,Placebo; David Bowie; Led Zeppelin; Marilyn Manson; The Rolling Stones; The Smashing Pumpkins; Nickelback; R.E.M.
singalong,69,69,Lady Gaga; The Beatles; Katy Perry; Avril Lavigne; Muse; Coldplay; Kylie Minogue; Miley Cyrus
aana,68,68,Radiohead; Placebo; The Cure; Red Hot Chili Peppers; Oasis; U2; Björk; Arcade Fire
idolo,68,67,Madonna; Arctic Monkeys; Oasis; Daft Punk; MGMT; Joy Division; Panic! At the Disco; Death Cab for Cutie
1992,67,65,Kylie Minogue; Michael Jackson; Mariah Carey; The Cure; Queen; U2; Guns N' Roses; Bon Jovi
friends,67,66,Megadeth; Jordin Sparks; Goldfrapp; Air; The Cranberries; Opeth; Ozzy Osbourne; Explosions in the Sky
new rave,67,26,Franz Ferdinand; 3OH!3; Crystal Castles; Cansei de Ser Sexy; The Ting Tings; Klaxons; Justice; Hot Chip
proto-punk,67,41,David Bowie; The Doors; Ramones; The Velvet Underground; Sex Pistols; NOFX; The Runaways; Brian Eno
miserable,66,66,Michael Jackson; Kelly Clarkson; Taylor Swift; Elvis Presley; Céline Dion; Carrie Underwood; The All-American Rejects; The Police
norwegian,66,42,a-ha; Röyksopp; Kings of Convenience; Apoptygma Berzerk; Burzum; Annie; Maria Mena; Theatre of Tragedy
post punk,66,59,Arctic Monkeys; The Cure; Joy Division; Interpol; New Order; Weezer; The xx; Legião Urbana
smooth,66,61,Mariah Carey; Kanye West; Ciara; Jay-Z; John Mayer; Paul McCartney; 2Pac; James Morrison
best,65,62,Britney Spears; Rihanna; Avril Lavigne; Ke$ha; Shakira; Miley Cyrus; Michael Jackson; Nirvana
f4nt4stic,65,65,Beyoncé; P!nk; Kelly Clarkson; Mariah Carey; Jennifer Lopez; Justin Timberlake; Snow Patrol; Owl City
great song,65,65,Muse; Radiohead; Coldplay; Depeche Mode; AC/DC; a-ha; Tool; Carrie Underwood
alt-country,64,46,Johnny Cash; Band of Horses; Neil Young; Iron & Wine; Wilco; Spoon; Ryan Adams; The Decemberists
brazilian rock,64,50,Los Hermanos; Pitty; Cansei de Ser Sexy; Fresno; Legião Urbana; NX Zero; Matanza; Engenheiros do Hawaii
dance-pop,64,58,Lady Gaga; Britney Spears; Rihanna; Katy Perry; Madonna; Christina Aguilera; Beyoncé; Black Eyed Peas
hit,64,61,Lady Gaga; Rihanna; The Beatles; Madonna; Christina Aguilera; Miley Cyrus; Michael Jackson; Duran Duran
ninja tune,64,24,Bonobo; Amon Tobin; DJ Shadow; The Cinematic Orchestra; DJ Krush; Daedelus; Blockhead; Wagon Christ
10s,63,57,Britney Spears; Rihanna; Kylie Minogue; Depeche Mode; Michael Jackson; Eminem; 3OH!3; Daft Punk
90210,63,63,Katy Perry; Ke$ha; Franz Ferdinand; Florence + the Machine; Regina Spektor; Mika; OneRepublic; The xx
swing,63,40,Christina Aguilera; Robbie Williams; Michael Bublé; Frank Sinatra; Jamie Cullum; Paolo Nutini; Ray Charles; Ella Fitzgerald
cool as,62,62,Paramore; The Killers; Arctic Monkeys; Kings of Leon; The Cure; 30 Seconds to Mars; Fall Out Boy; Interpol
fav songs,62,62,Depeche Mode; Guns N' Roses; Pearl Jam; Avenged Sevenfold; Duran Duran; New Order; Yann Tiersen; The Police
female vocals,62,59,Katy Perry; Avril Lavigne; Christina Aguilera; Paramore; Taylor Swift; Evanescence; Jennifer Lopez; Björk
goa,62,41,Infected Mushroom; Shpongle; Juno Reactor; Vibrasphere; Astrix; Talamasca; Younger Brother; Ott
great,62,62,Britney Spears; Katy Perry; Paramore; Beyoncé; Shakira; Kylie Minogue; Miley Cyrus; Taylor Swift
madonna,62,42,Rihanna; Madonna; Christina Aguilera; Beyoncé; Glee Cast; Mariah Carey; Nelly Furtado; David Guetta
my fav songs,62,61,Placebo; The Cure; Björk; Fall Out Boy; Blur; Robyn; Goldfrapp; Cansei de Ser Sexy
single,62,61,Rihanna; Katy Perry; Paramore; The Killers; Depeche Mode; Queen; David Bowie; U2
asian,61,55,BoA; 宇多田ヒカル; 浜崎あゆみ; 倖田來未; 安室奈美恵; YUI; Perfume; SHINee
favorite artist,61,61,Radiohead; Coldplay; Depeche Mode; Pink Floyd; The Cure; Red Hot Chili Peppers; David Bowie; Nelly Furtado
nu jazz,61,42,Bonobo; The Roots; The Cinematic Orchestra; Parov Stelar; Télépopmusik; Xploding Plastix; Red Snapper; Koop
england,60,58,Placebo; David Bowie; Blur; The Clash; The Who; Boards of Canada; Girls Aloud; Aphex Twin
ethnic,60,55,And One; Sarah Brightman; Alejandro Sanz; Gogol Bordello; Deep Forest; Goran Bregović; Azam Ali; Karunesh
faves,60,59,Depeche Mode; The Cure; David Bowie; U2; Foo Fighters; Adam Lambert; Joy Division; Duran Duran
alsolike,59,58,Muse; MGMT; Joy Division; Blur; The White Stripes; Beck; Air; Tori Amos
christmas blend,59,59,Mariah Carey; The Beach Boys; Enya; Mogwai; Frank Sinatra; Siouxsie and the Banshees; Simon & Garfunkel; Jethro Tull
favourite,59,59,Avril Lavigne; Paramore; Radiohead; Coldplay; Depeche Mode; Michael Jackson; Placebo; Björk
hard,59,57,Metallica; Eminem; AC/DC; Iron Maiden; Guns N' Roses; Megadeth; Judas Priest; Scorpions
old school,59,51,Linkin Park; Metallica; Led Zeppelin; Iron Maiden; Duran Duran; Aerosmith; Judas Priest; Deep Purple
composer,58,54,Yann Tiersen; Tom Waits; Hans Zimmer; Kris Allen; Chico Buarque; John Williams; Howard Shore; Danny Elfman
not emo,58,51,Paramore; The Killers; Green Day; 30 Seconds to Mars; Foo Fighters; My Chemical Romance; blink-182; Maroon 5
special,58,58,Radiohead; Coldplay; The Cure; Sigur Rós; Death Cab for Cutie; Keane; Blur; Beck
straight edge,58,36,Rise Against; Comeback Kid; Have Heart; Minor Threat; H2O; Refused; Your Demise; Bane
best christmas songs,57,56,Britney Spears; The Killers; Miley Cyrus; Kelly Clarkson; Queen; blink-182; Ramones; Elvis Presley
depeche mode,57,31,Depeche Mode; a-ha; IAMX; Dave Gahan; Editors; Martin L. Gore; Recoil; Yazoo
good shit,57,57,Eminem; Jay-Z; Papa Roach; Breaking Benjamin; Lil' Wayne; 2Pac; Nas; Snoop Dogg
lpa,57,57,Rihanna; Katy Perry; Christina Aguilera; Muse; Paramore; Beyoncé; Coldplay; Shakira
prejebeno,57,57,The Killers; Evanescence; Metallica; Red Hot Chili Peppers; System of a Down; Rammstein; t.A.T.u.; Megadeth
summer song,57,55,Britney Spears; Rihanna; Katy Perry; Avril Lavigne; Christina Aguilera; Shakira; Black Eyed Peas; Kylie Minogue
check,56,54,Yann Tiersen; Animal Collective; Autechre; Zero 7; Prefuse 73; The Roots; Stereolab; Captain Beefheart & His Magic Band
comedy,56,40,"Limp Bizkit; Paris Hilton; Tenacious D; Bloodhound Gang; The Lonely Island; ""Weird Al"" Yankovic; Mamonas Assassinas; Massacration"
my electro feelings,56,56,Daft Punk; MGMT; Goldfrapp; Cansei de Ser Sexy; Air; Ladytron; Metric; She Wants Revenge
nwobhm,56,20,Iron Maiden; Judas Priest; Motörhead; Def Leppard; Bruce Dickinson; Saxon; Venom; she
slowies,56,56,Madonna; Depeche Mode; Placebo; The Cure; David Bowie; U2; Duran Duran; R.E.M.
synth,56,52,Shakira; Depeche Mode; 30 Seconds to Mars; Daft Punk; Keane; Pet Shop Boys; Klaxons; Dave Gahan
vocal trance,56,33,Cascada; Tiësto; ATB; Armin van Buuren; Delerium; Edward Maya; Paul van Dyk; Groove Coverage
british artists,55,55,Depeche Mode; Duran Duran; New Order; Pet Shop Boys; The Police; Erasure; The Human League; Orchestral Manoeuvres in the Dark
britney spears,55,15,Lady Gaga; Britney Spears; Madonna; Glee Cast; Hilary Duff; Anahí; Ana Carolina; Alphabeat
dope,55,53,Eminem; Jay-Z; Lil' Wayne; 2Pac; Nas; Flying Lotus; Lupe Fiasco; Snoop Dogg
eldad,55,54,Joy Division; Johnny Cash; Jimi Hendrix; Dead Can Dance; Amon Tobin; The Corrs; Ólafur Arnalds; James Horner
electro-industrial,55,49,Depeche Mode; Nine Inch Nails; Combichrist; Skinny Puppy; Ayria; :wumpscut:; Hocico; Suicide Commando
for work,55,55,Clint Mansell; Dead Can Dance; Amon Tobin; The Corrs; James Horner; Max Richter; Parov Stelar; Ludovico Einaudi
i love this song,55,55,Muse; Radiohead; The Killers; Björk; Sigur Rós; Kasabian; Weezer; Jonas Brothers
jukebox project,55,54,The Beatles; Radiohead; Coldplay; 30 Seconds to Mars; Queen; David Bowie; Led Zeppelin; U2
new wave and eighties,55,54,Depeche Mode; The Cure; David Bowie; The Smiths; Joy Division; Duran Duran; New Order; R.E.M.
powerful,55,54,Katy Perry; Christina Aguilera; Paramore; Shakira; Michael Jackson; Mariah Carey; Led Zeppelin; Iron Maiden
worship,55,41,Lifehouse; Thousand Foot Krutch; Demon Hunter; Kutless; Hillsong United; BarlowGirl; Diante do Trono; Fernandinho
pop covers,53,53,Britney Spears; Katy Perry; Beyoncé; Michael Jackson; Mariah Carey; Ashley Tisdale; Hilary Duff; Justin Bieber
twee,53,36,Belle and Sebastian; Little Joy; Camera Obscura; Bloodhound Gang; Peter Bjorn and John; Vanguart; Architecture in Helsinki; The Pains of Being Pure at Heart
1991,52,51,Madonna; Kylie Minogue; Michael Jackson; Nirvana; Metallica; Red Hot Chili Peppers; Queen; Iron Maiden
crazy,52,51,Christina Aguilera; Black Eyed Peas; Linkin Park; Arctic Monkeys; Eminem; Björk; Kanye West; Crystal Castles
favorite bands,52,50,Muse; Paramore; Radiohead; Coldplay; Depeche Mode; Placebo; The Cure; 30 Seconds to Mars
iron jesus,52,52,Radiohead; Boards of Canada; Aphex Twin; Sonic Youth; Hot Chip; Kraftwerk; Thom Yorke; Flying Lotus
masterpiece,52,45,Britney Spears; The Beatles; Christina Aguilera; Muse; Radiohead; Shakira; The Killers; Pink Floyd
phat,52,51,Eminem; Kanye West; Jay-Z; Lil' Wayne; 2Pac; Nas; The Roots; Ghostface Killah
pop-rock,52,51,The Beatles; Katy Perry; Avril Lavigne; Miley Cyrus; Maroon 5; Panic! At the Disco; Demi Lovato; ABBA
progressive death metal,52,18,Opeth; Death; Cynic; Born of Osiris; Gojira; At the Gates; Disarmonia Mundi; The Faceless
sick,52,52,Ke$ha; Eminem; Daft Punk; Aerosmith; Nicki Minaj; Jay-Z; Lil' Wayne; Nas
tinosoft,52,52,Madonna; Muse; Paramore; Beyoncé; Coldplay; Depeche Mode; Lily Allen; Placebo
underrated,52,52,Lady Gaga; Britney Spears; Katy Perry; Christina Aguilera; P!nk; Iron Maiden; Demi Lovato; Lindsay Lohan
berep shows the love,51,49,Björk; New Order; Beck; Electric Light Orchestra; Dead Can Dance; Apparat; A Tribe Called Quest; The Faint
duets,51,45,Michael Jackson; Mariah Carey; Eminem; Bon Jovi; Céline Dion; Frank Sinatra; George Michael; Elton John
glitch,51,46,Apparat; Autechre; Venetian Snares; Squarepusher; The Flashbulb; Four Tet; Proem; Moderat
inlove,51,51,Coldplay; Oasis; Panic! At the Disco; Alanis Morissette; Massive Attack; Regina Spektor; OneRepublic; Kate Nash
old,51,49,The Beatles; Michael Jackson; The Cure; Elvis Presley; Pet Shop Boys; Janet Jackson; ABBA; The Beach Boys
oui fm,51,50,Muse; Coldplay; Linkin Park; Green Day; Oasis; U2; MGMT; Panic! At the Disco
piano rock,51,26,Avril Lavigne; Muse; Coldplay; Evanescence; Keane; OneRepublic; Kate Nash; The Fray
90's,50,46,Britney Spears; The Beatles; Michael Jackson; Mariah Carey; Björk; Duran Duran; Backstreet Boys; Janet Jackson
great memories with my siss,50,49,Britney Spears; Rihanna; Katy Perry; Christina Aguilera; Paramore; Shakira; Linkin Park; Taylor Swift
jrock,50,41,YUI; L'Arc~en~Ciel; DIR EN GREY; the GazettE; GACKT; ASIAN KUNG-FU GENERATION; 雅-MIYAVI-; Olivia
nostalgic,50,50,The Beatles; Christina Aguilera; Paramore; Radiohead; Depeche Mode; Evanescence; Oasis; Björk
songs ive obsessed over,50,50,Muse; Radiohead; Coldplay; Placebo; Sigur Rós; Death Cab for Cutie; Keane; Arcade Fire
